,id,gender,chipTime_16k,city,year,chipTime_21k,chipTime_32k,chipTime_42k,age
2598,2047,Male,1:59:14,Manila,2024,2:37:47,4:29:27,,25-29
2599,2455,Female,2:10:38,Manila,2024,2:57:45,4:29:30,,30-34
2600,5710,Male,1:57:13,Manila,2025,2:41:23,4:29:32,,25-29
2601,1580,Female,1:53:02,Manila,2024,2:33:11,4:29:34,,18-24
2602,4755,Male,1:45:46,Manila,2025,2:11:43,4:29:35,,30-34
2603,15293,Male,1:56:51,Cebu,2024,2:24:00,4:29:35,,30-34
2604,1813,Female,1:56:39,Manila,2024,2:29:14,4:29:35,,30-34
2605,5406,Male,1:54:57,Manila,2025,2:32:50,4:29:39,,30-34
2606,16168,Male,2:19:03,Davao,2024,2:53:20,4:29:40,,25-29
2607,14093,Female,2:05:39,Iloilo-Bacolod,2024,2:30:48,4:29:42,,30-34
2608,5062,Male,1:50:55,Manila,2025,2:36:10,4:29:42,,40-44
2609,6379,Female,2:04:55,Manila,2025,2:51:32,4:29:42,,30-34
2610,4485,Male,1:39:07,Manila,2025,3:02:24,4:29:42,,35-39
2611,5761,Male,2:00:07,Manila,2025,2:41:54,4:29:43,,25-29
2612,5477,Male,1:53:08,Manila,2025,2:28:31,4:29:44,,45-49
2613,1788,Male,1:58:39,Manila,2024,2:36:08,4:29:44,6:44:41,25-29
2614,2089,Female,2:02:01,Manila,2024,2:47:37,4:29:44,,55-59
2615,1586,Male,1:54:39,Manila,2024,3:22:10,4:29:45,5:45:02,25-29
2616,5771,Female,1:49:46,Manila,2025,2:30:31,4:29:47,,50-54
2617,1429,Male,1:53:41,Manila,2024,2:48:55,4:29:47,7:19:40,35-39
2618,4731,Male,1:45:07,Manila,2025,2:27:22,4:29:49,,30-34
2619,8624,Female,1:37:45,Cagayan de Oro,2024,2:41:55,4:29:51,5:52:35,45-49
2620,6991,Male,2:14:35,Manila,2025,2:55:24,4:29:51,,45-49
2621,16084,Female,2:08:48,Davao,2024,2:59:33,4:29:51,,25-29
2622,4770,Male,1:45:49,Manila,2025,2:26:35,4:29:52,,40-44
2623,927,Male,1:42:33,Manila,2024,2:33:28,4:29:52,5:57:56,25-29
2624,1672,Male,1:51:06,Manila,2024,2:39:47,4:29:53,,40-44
2625,6854,Male,2:04:59,Manila,2025,2:48:31,4:29:59,,30-34
2626,16254,Male,2:32:36,Davao,2024,3:42:16,4:30:00,,30-34
2627,8707,Male,1:49:24,Cagayan de Oro,2024,2:23:32,4:30:01,,35-39
2628,5166,Male,1:49:33,Manila,2025,2:28:24,4:30:03,,25-29
2629,1879,Female,2:00:31,Manila,2024,2:45:20,4:30:03,6:55:12,50-54
2630,4396,Male,1:39:07,Manila,2025,2:23:47,4:30:06,,30-34
2631,5422,Male,1:54:18,Manila,2025,2:23:48,4:30:16,,45-49
2632,14119,Male,2:08:39,Iloilo-Bacolod,2024,2:37:41,4:30:16,,25-29
2633,4978,Male,1:46:09,Manila,2025,2:34:53,4:30:18,,25-29
2634,5879,Female,1:59:48,Manila,2025,3:01:59,4:30:24,,25-29
2635,5878,Female,1:59:48,Manila,2025,3:02:00,4:30:24,,25-29
2636,2142,Female,2:04:33,Manila,2024,2:41:13,4:30:26,6:07:33,25-29
2637,8775,Male,1:58:39,Cagayan de Oro,2024,2:41:40,4:30:28,,35-39
2638,14053,Male,1:57:47,Iloilo-Bacolod,2024,2:47:13,4:30:30,,25-29
2639,5653,Male,1:56:52,Manila,2025,2:54:22,4:30:31,,30-34
2640,5359,Male,1:53:10,Manila,2025,2:30:04,4:30:33,,25-29
2641,2536,Female,2:10:59,Manila,2024,2:50:23,4:30:38,6:33:07,30-34
2642,14734,Female,2:16:58,Baguio,2024,3:03:26,4:30:39,,25-29
2643,6287,Male,1:55:05,Manila,2025,2:49:31,4:30:40,,30-34
2644,2082,Female,2:05:08,Manila,2024,3:23:44,4:30:40,,30-34
2645,4812,Female,1:46:59,Manila,2025,2:24:36,4:30:46,,25-29
2646,2490,Male,2:11:05,Manila,2024,2:51:24,4:30:46,6:42:04,35-39
2647,15957,Male,1:58:21,Davao,2024,2:57:31,4:30:46,,30-34
2648,5901,Male,1:51:56,Manila,2025,2:18:13,4:30:52,,35-39
2649,1880,Female,1:59:24,Manila,2024,2:36:25,4:30:53,6:55:38,50-54
2650,1415,Male,1:53:16,Manila,2024,2:50:22,4:30:54,5:49:10,35-39
2651,892,Male,1:42:00,Manila,2024,2:27:16,4:30:55,6:15:27,25-29
2652,14250,Male,2:32:57,Iloilo-Bacolod,2024,2:55:18,4:30:56,6:44:54,40-44
2653,5401,Female,1:53:43,Manila,2025,2:42:27,4:30:58,,40-44
2654,990,Male,1:45:03,Manila,2024,2:24:07,4:30:59,,30-34
2655,6834,Female,2:05:10,Manila,2025,2:58:33,4:31:06,,25-29
2656,1807,Male,1:55:13,Manila,2024,2:34:21,4:31:10,5:36:12,25-29
2657,4877,Male,1:48:03,Manila,2025,2:49:19,4:31:10,,40-44
2658,2388,Male,2:09:04,Manila,2024,3:10:08,4:31:11,,35-39
2659,1607,Male,1:54:38,Manila,2024,2:56:08,4:31:13,,25-29
2660,6569,Male,2:00:47,Manila,2025,2:28:35,4:31:14,,35-39
2661,5473,Male,1:44:44,Manila,2025,2:27:11,4:31:17,,25-29
2662,6241,Male,2:04:24,Manila,2025,2:50:22,4:31:19,,45-49
2663,15300,Male,1:57:44,Cebu,2024,2:42:08,4:31:20,,40-44
2664,1858,Male,1:57:45,Manila,2024,2:46:06,4:31:21,,30-34
2665,5389,Male,1:54:14,Manila,2025,2:30:56,4:31:22,,45-49
2666,5390,Female,1:54:16,Manila,2025,2:30:39,4:31:25,,45-49
2667,5740,Male,1:56:20,Manila,2025,2:44:10,4:31:26,,35-39
2668,14039,Male,1:56:13,Iloilo-Bacolod,2024,2:29:54,4:31:30,,35-39
2669,6982,Male,2:15:32,Manila,2025,2:45:46,4:31:32,,30-34
2670,2288,Male,2:05:32,Manila,2024,3:03:26,4:31:37,5:51:00,30-34
2671,2292,Male,2:05:33,Manila,2024,3:03:28,4:31:37,5:50:58,35-39
2672,5523,Male,1:54:23,Manila,2025,2:34:01,4:31:38,,30-34
2673,5793,Male,1:58:50,Manila,2025,2:34:04,4:31:43,,35-39
2674,1543,Male,1:50:32,Manila,2024,2:48:35,4:31:43,,40-44
2675,15500,Male,2:23:03,Cebu,2024,2:38:46,4:31:45,,25-29
2676,43,Male,1:10:39,Manila,2024,2:16:36,4:31:47,5:49:34,25-29
2677,8828,Female,2:04:37,Cagayan de Oro,2024,2:37:42,4:31:49,6:53:46,30-34
2678,1909,Male,2:00:31,Manila,2024,2:44:25,4:31:51,,60-64
2679,4570,Male,1:41:24,Manila,2025,2:29:52,4:31:54,,25-29
2680,3042,Male,2:28:03,Manila,2024,2:41:46,4:31:55,7:21:53,40-44
2681,7890,Male,2:35:41,Manila,2025,2:40:42,4:31:58,,60-64
2682,1654,Male,1:54:42,Manila,2024,2:42:12,4:32:01,5:45:59,25-29
2683,6505,Male,1:58:56,Manila,2025,2:42:25,4:32:01,,18-24
2684,431,Female,1:31:23,Manila,2024,2:54:13,4:32:03,6:32:01,40-44
2685,1582,Male,1:52:15,Manila,2024,3:14:32,4:32:05,,40-44
2686,842,Male,1:40:16,Manila,2024,2:13:51,4:32:11,5:22:53,25-29
2687,7305,Male,2:13:02,Manila,2025,2:26:14,4:32:11,,45-49
2688,5001,Male,1:38:57,Manila,2025,2:37:21,4:32:11,,25-29
2689,1190,Male,1:46:38,Manila,2024,2:42:06,4:32:13,6:47:53,25-29
2690,15886,Male,1:51:33,Davao,2024,2:28:10,4:32:14,,30-34
2691,3746,Male,1:19:44,Manila,2025,1:56:42,4:32:18,,25-29
2692,2763,Male,2:20:38,Manila,2024,2:59:57,4:32:20,6:54:43,40-44
2693,14138,Female,2:12:22,Iloilo-Bacolod,2024,2:47:24,4:32:24,6:35:20,35-39
2694,153,Male,1:18:59,Manila,2024,2:35:38,4:32:25,,30-34
2695,14139,Female,2:12:22,Iloilo-Bacolod,2024,2:47:40,4:32:25,6:43:27,45-49
2696,16089,Female,2:10:07,Davao,2024,2:31:12,4:32:32,,U
2697,16073,Female,2:08:49,Davao,2024,2:33:43,4:32:32,,25-29
2698,1891,Female,1:59:28,Manila,2024,3:08:39,4:32:33,6:05:19,30-34
2699,1816,Female,1:58:12,Manila,2024,2:34:53,4:32:35,6:35:14,55-59
2700,5334,Male,1:52:17,Manila,2025,2:39:46,4:32:36,,25-29
2701,14380,Male,1:37:51,Baguio,2024,2:18:30,4:32:45,5:26:03,35-39
2702,5320,Male,1:54:22,Manila,2025,2:48:05,4:32:46,,45-49
2703,5806,Male,1:58:29,Manila,2025,2:51:59,4:32:47,,30-34
2704,15868,Male,1:51:35,Davao,2024,2:19:04,4:32:50,,35-39
2705,4183,Male,1:25:15,Manila,2025,1:57:17,4:32:52,,35-39
2706,5715,Male,1:55:48,Manila,2025,2:56:19,4:32:52,,18-24
2707,4465,Male,1:41:08,Manila,2025,2:17:59,4:32:57,,30-34
2708,2011,Female,1:59:10,Manila,2024,2:39:57,4:32:57,,25-29
2709,660,Male,1:38:54,Manila,2024,2:55:48,4:32:59,,50-54
2710,664,Male,1:38:57,Manila,2024,2:55:50,4:32:59,,50-54
2711,988,Male,1:44:32,Manila,2024,2:27:58,4:33:00,,25-29
2712,4189,Male,1:33:51,Manila,2025,2:24:49,4:33:01,,35-39
2713,16068,Female,2:08:19,Davao,2024,2:37:10,4:33:01,,40-44
2714,8706,Male,1:49:05,Cagayan de Oro,2024,2:47:12,4:33:06,,30-34
2715,6055,Female,2:01:32,Manila,2025,2:58:46,4:33:06,,30-34
2716,7501,Male,2:24:50,Manila,2025,3:29:39,4:33:08,,25-29
2717,914,Male,1:44:28,Manila,2024,2:41:14,4:33:09,,25-29
2718,1881,Male,1:58:07,Manila,2024,2:42:52,4:33:09,6:58:19,25-29
2719,6720,Female,2:10:57,Manila,2025,2:47:26,4:33:09,,30-34
2720,5091,Male,1:50:59,Manila,2025,2:32:05,4:33:14,,25-29
2721,4468,Male,1:39:19,Manila,2025,2:18:08,4:33:15,,25-29
2722,1808,Female,1:57:38,Manila,2024,2:35:24,4:33:16,,25-29
2723,4784,Male,1:44:39,Manila,2025,2:10:58,4:33:17,,18-24
2724,223,Male,1:26:46,Manila,2024,2:27:18,4:33:19,4:58:52,55-59
2725,1678,Male,1:55:38,Manila,2024,2:41:49,4:33:19,,45-49
2726,4942,Female,1:49:12,Manila,2025,2:45:16,4:33:21,,45-49
2727,2249,Female,2:08:17,Manila,2024,2:51:52,4:33:21,,30-34
2728,2637,Male,2:14:03,Manila,2024,2:23:14,4:33:24,6:48:27,25-29
2729,1922,Female,2:01:43,Manila,2024,2:57:40,4:33:24,6:35:35,35-39
2730,5952,Male,1:52:26,Manila,2025,2:33:26,4:33:25,,40-44
2731,4862,Male,1:45:34,Manila,2025,2:32:23,4:33:29,,30-34
2732,6087,Male,2:03:07,Manila,2025,2:50:29,4:33:29,,40-44
2733,16175,Male,2:17:54,Davao,2024,1:28:41,4:33:31,6:25:29,35-39
2734,1926,Male,2:00:56,Manila,2024,2:58:14,4:33:33,,30-34
2735,15871,Male,1:52:03,Davao,2024,2:50:15,4:33:35,6:25:43,30-34
2736,5242,Male,1:50:12,Manila,2025,2:45:33,4:33:41,,45-49
2737,6636,Female,2:09:10,Manila,2025,2:53:55,4:33:41,,30-34
2738,4975,Male,1:49:30,Manila,2025,2:45:58,4:33:42,,50-54
2739,693,Male,1:36:31,Manila,2024,1:59:22,4:33:43,5:52:48,25-29
2740,2394,Male,2:06:37,Manila,2024,3:00:21,4:33:43,6:32:22,35-39
2741,6301,Male,1:56:06,Manila,2025,3:01:20,4:33:44,,45-49
2742,7592,Female,2:27:42,Manila,2025,2:43:18,4:33:48,,35-39
2743,6145,Female,2:04:10,Manila,2025,2:56:30,4:33:48,,35-39
2744,16128,Female,2:14:02,Davao,2024,2:51:27,4:33:49,,35-39
2745,1535,Female,1:54:42,Manila,2024,2:37:06,4:33:50,,25-29
2746,2116,Male,2:02:49,Manila,2024,2:35:44,4:33:53,,30-34
2747,14059,Female,1:59:00,Iloilo-Bacolod,2024,2:08:01,4:33:54,,25-29
2748,6602,Female,1:59:52,Manila,2025,2:38:03,4:33:55,,25-29
2749,1083,Male,1:47:27,Manila,2024,2:39:46,4:33:57,6:51:10,25-29
2750,15424,Female,2:11:51,Cebu,2024,2:40:35,4:33:59,7:05:08,60-64
2751,1013,Female,1:46:10,Manila,2024,2:39:42,4:34:01,6:51:10,25-29
2752,14727,Female,2:16:34,Baguio,2024,2:44:44,4:34:03,,30-34
2753,14174,Female,2:19:15,Iloilo-Bacolod,2024,3:00:50,4:34:06,,25-29
2754,15327,Female,1:59:55,Cebu,2024,2:48:41,4:34:10,,40-44
2755,1899,Male,2:00:56,Manila,2024,2:23:31,4:34:11,4:18:19,30-34
2756,15228,Male,1:50:27,Cebu,2024,2:43:41,4:34:12,,40-44
2757,5975,Male,1:52:44,Manila,2025,2:05:11,4:34:13,,25-29
2758,6408,Male,2:06:38,Manila,2025,3:09:31,4:34:17,,30-34
2759,7523,Female,2:24:46,Manila,2025,2:54:42,4:34:18,,35-39
2760,1193,Female,1:48:02,Manila,2024,2:29:52,4:34:21,6:10:28,30-34
2761,2707,Female,2:17:29,Manila,2024,2:48:30,4:34:23,6:27:34,35-39
2762,16018,Male,2:04:13,Davao,2024,3:22:12,4:34:23,6:32:58,45-49
2763,6079,Male,2:02:22,Manila,2025,2:58:56,4:34:24,,25-29
2764,2138,Female,2:03:38,Manila,2024,2:52:42,4:34:27,5:23:14,30-34
2765,2139,Male,2:03:39,Manila,2024,2:52:44,4:34:27,4:52:07,30-34
2766,15314,Female,1:58:40,Cebu,2024,2:56:11,4:34:27,,25-29
2767,15501,Male,2:23:13,Cebu,2024,3:07:22,4:34:30,,30-34
2768,3512,Female,2:41:43,Manila,2024,2:06:26,4:34:31,,25-29
2769,15418,Male,2:10:57,Cebu,2024,2:48:35,4:34:31,6:29:52,30-34
2770,6704,Female,2:01:52,Manila,2025,2:30:06,4:34:33,,30-34
2771,5666,Male,1:58:24,Manila,2025,2:47:05,4:34:33,,40-44
2772,4849,Male,1:35:14,Manila,2025,2:14:55,4:34:34,,18-24
2773,14481,Male,1:50:57,Baguio,2024,2:33:37,4:34:34,6:14:55,25-29
2774,16153,Female,2:16:18,Davao,2024,2:55:01,4:34:42,,40-44
2775,2519,Male,2:14:37,Manila,2024,2:46:06,4:34:44,,40-44
2776,2539,Female,2:10:27,Manila,2024,2:51:48,4:34:45,6:51:48,30-34
2777,15422,Female,2:11:48,Cebu,2024,2:55:26,4:34:45,,30-34
2778,1361,Male,1:52:45,Manila,2024,2:58:33,4:34:46,,25-29
2779,8790,Female,2:00:29,Cagayan de Oro,2024,2:32:34,4:34:47,,30-34
2780,4927,Female,1:48:36,Manila,2025,2:49:38,4:34:55,,35-39
2781,16010,Female,2:03:45,Davao,2024,2:41:33,4:34:56,6:08:26,25-29
2782,13928,Female,1:39:24,Iloilo-Bacolod,2024,2:22:37,4:34:59,,35-39
2783,16188,Female,2:21:09,Davao,2024,2:53:20,4:35:02,7:50:23,25-29
2784,5610,Male,1:46:54,Manila,2025,2:28:02,4:35:06,,30-34
2785,14175,Female,2:19:25,Iloilo-Bacolod,2024,3:00:54,4:35:06,,25-29
2786,5384,Male,1:44:00,Manila,2025,2:24:55,4:35:08,,25-29
2787,6030,Female,2:03:39,Manila,2025,2:27:02,4:35:13,,35-39
2788,1337,Male,1:49:27,Manila,2024,2:54:52,4:35:14,7:03:13,25-29
2789,589,Male,1:37:04,Manila,2024,2:50:51,4:35:16,,50-54
2790,15224,Male,1:49:47,Cebu,2024,2:42:14,4:35:17,,25-29
2791,5309,Female,1:52:33,Manila,2025,2:31:28,4:35:18,,35-39
2792,5469,Male,1:45:59,Manila,2025,2:42:48,4:35:18,,30-34
2793,6734,Male,2:02:35,Manila,2025,2:32:17,4:35:19,,25-29
2794,2330,Male,2:07:09,Manila,2024,3:00:40,4:35:19,,30-34
2795,2149,Female,2:06:13,Manila,2024,2:52:21,4:35:20,,35-39
2796,6009,Male,2:01:51,Manila,2025,2:36:49,4:35:21,,40-44
2797,2417,Female,2:11:37,Manila,2024,2:45:35,4:35:22,,25-29
2798,15114,Male,1:40:50,Cebu,2024,2:23:02,4:35:26,,35-39
2799,4244,Male,1:34:38,Manila,2025,2:20:42,4:35:28,,25-29
2800,1633,Female,1:51:41,Manila,2024,2:45:25,4:35:29,,35-39
2801,1637,Male,1:51:42,Manila,2024,2:45:25,4:35:29,,35-39
2802,15826,Male,1:46:02,Davao,2024,2:55:13,4:35:29,5:39:23,30-34
2803,8400,Female,2:05:56,Manila,2025,3:09:52,4:35:31,,25-29
2804,5943,Male,1:52:27,Manila,2025,2:34:42,4:35:36,,25-29
2805,1897,Female,2:00:49,Manila,2024,3:01:44,4:35:37,6:42:58,50-54
2806,1383,Male,1:49:52,Manila,2024,2:33:48,4:35:38,,40-44
2807,4896,Male,1:38:50,Manila,2025,3:20:19,4:35:42,,45-49
2808,2501,Male,2:10:28,Manila,2024,2:54:03,4:35:44,6:52:18,30-34
2809,5178,Male,1:52:27,Manila,2025,2:50:31,4:35:47,,30-34
2810,15203,Male,1:47:21,Cebu,2024,2:59:51,4:35:48,,25-29
2811,2057,Female,2:02:52,Manila,2024,2:59:06,4:35:49,6:45:15,30-34
2812,3412,Male,2:37:15,Manila,2024,4:03:16,4:35:51,,30-34
2813,1639,Female,1:57:11,Manila,2024,3:01:50,4:35:54,,45-49
2814,4702,Male,1:34:00,Manila,2025,2:03:54,4:36:00,,30-34
2815,2058,Female,2:01:31,Manila,2024,2:46:08,4:36:04,,25-29
2816,8691,Male,1:47:03,Cagayan de Oro,2024,2:25:22,4:36:06,,25-29
2817,1108,Female,1:46:20,Manila,2024,2:24:22,4:36:12,,40-44
2818,1724,Female,1:56:47,Manila,2024,2:45:03,4:36:15,6:23:17,40-44
2819,16164,Male,2:18:16,Davao,2024,2:42:03,4:36:16,,25-29
2820,2313,Male,2:06:08,Manila,2024,3:07:58,4:36:17,,45-49
2821,2114,Male,2:05:38,Manila,2024,2:54:22,4:36:19,6:22:56,35-39
2822,4669,Male,1:43:49,Manila,2025,2:47:09,4:36:21,,30-34
2823,6705,Male,2:02:41,Manila,2025,2:47:46,4:36:21,,25-29
2824,1846,Male,1:57:36,Manila,2024,2:49:58,4:36:23,,25-29
2825,5500,Female,1:54:42,Manila,2025,2:24:08,4:36:24,,25-29
2826,1423,Male,1:51:56,Manila,2024,3:45:02,4:36:25,6:08:57,25-29
2827,8502,Male,1:17:39,Cagayan de Oro,2024,1:37:53,4:36:26,,30-34
2828,5818,Male,2:00:54,Manila,2025,2:51:46,4:36:26,,30-34
2829,3469,Male,2:42:32,Manila,2024,2:10:58,4:36:28,,18-24
2830,5175,Male,1:51:06,Manila,2025,2:31:27,4:36:30,,30-34
2831,5575,Female,1:54:00,Manila,2025,2:36:08,4:36:30,,35-39
2832,5993,Male,2:01:51,Manila,2025,2:50:02,4:36:30,,60-64
2833,6083,Male,2:03:20,Manila,2025,2:37:01,4:36:32,,35-39
2834,15986,Female,2:01:07,Davao,2024,2:42:12,4:36:34,,40-44
2835,2143,Male,2:04:32,Manila,2024,2:54:28,4:36:34,,45-49
2836,1017,Male,1:46:38,Manila,2024,2:36:08,4:36:35,,40-44
2837,1992,Female,2:01:13,Manila,2024,2:41:06,4:36:36,,30-34
2838,15980,Male,1:59:41,Davao,2024,2:48:57,4:36:36,7:27:19,25-29
2839,8911,Female,2:23:34,Cagayan de Oro,2024,3:03:55,4:36:41,,25-29
2840,1117,Male,1:47:32,Manila,2024,2:27:36,4:36:43,,18-24
2841,16051,Female,2:06:12,Davao,2024,2:40:01,4:36:43,,25-29
2842,4476,Male,1:40:59,Manila,2025,2:37:34,4:36:44,,25-29
2843,1952,Male,1:57:51,Manila,2024,2:40:55,4:36:44,,25-29
2844,2194,Female,2:05:20,Manila,2024,3:08:56,4:36:46,6:34:26,40-44
2845,630,Male,1:37:20,Manila,2024,2:32:12,4:36:48,5:49:33,35-39
2846,5272,Female,1:52:54,Manila,2025,2:47:34,4:36:49,,35-39
2847,6286,Female,1:56:41,Manila,2025,2:42:59,4:36:51,,25-29
2848,2628,Female,2:12:47,Manila,2024,2:44:04,4:36:51,,35-39
2849,2684,Male,2:14:09,Manila,2024,2:59:17,4:36:51,,35-39
2850,3434,Male,2:43:19,Manila,2024,2:48:35,4:36:54,,60-64
2851,15909,Male,1:55:10,Davao,2024,2:38:47,4:36:55,,30-34
2852,1958,Female,1:49:04,Manila,2024,2:43:50,4:36:55,,25-29
2853,3171,Male,2:27:25,Manila,2024,3:07:27,4:36:55,,30-34
2854,7758,Male,2:03:35,Manila,2025,2:28:04,4:36:57,,30-34
2855,15684,Female,1:33:33,Davao,2024,2:05:14,4:36:58,,30-34
2856,1164,Female,1:43:39,Manila,2024,2:26:49,4:37:02,,25-29
2857,15181,Male,1:45:45,Cebu,2024,2:42:36,4:37:02,,40-44
2858,1387,Male,1:50:42,Manila,2024,2:46:20,4:37:04,,25-29
2859,5455,Male,1:53:18,Manila,2025,2:50:33,4:37:06,,35-39
2860,6763,Male,2:10:51,Manila,2025,2:54:12,4:37:07,,35-39
2861,15799,Male,1:43:00,Davao,2024,2:28:56,4:37:08,5:54:13,45-49
2862,3264,Male,2:31:59,Manila,2024,3:12:26,4:37:08,,70+ M
2863,6998,Male,2:15:20,Manila,2025,3:01:32,4:37:14,,18-24
2864,6859,Male,2:04:06,Manila,2025,2:27:03,4:37:16,,25-29
2865,2043,Male,2:03:31,Manila,2024,2:54:47,4:37:16,6:42:06,45-49
2866,2581,Male,2:13:21,Manila,2024,3:15:55,4:37:19,,40-44
2867,16032,Male,2:04:45,Davao,2024,2:43:16,4:37:22,7:01:46,50-54
2868,16049,Female,2:05:44,Davao,2024,2:55:14,4:37:22,5:39:25,30-34
2869,3577,Male,2:46:21,Manila,2024,2:25:06,4:37:23,,25-29
2870,6307,Female,2:06:38,Manila,2025,2:47:24,4:37:25,,25-29
2871,7781,Male,2:12:35,Manila,2025,3:09:03,4:37:25,,25-29
2872,549,Male,1:37:08,Manila,2024,2:51:03,4:37:30,7:36:17,55-59
2873,15262,Male,1:53:24,Cebu,2024,2:48:08,4:37:32,,30-34
2874,6289,Male,2:05:58,Manila,2025,3:12:47,4:37:34,,35-39
2875,5158,Male,1:51:13,Manila,2025,2:15:45,4:37:37,,30-34
2876,6987,Female,2:07:33,Manila,2025,3:00:38,4:37:38,,25-29
2877,6377,Male,1:58:07,Manila,2025,2:35:37,4:37:39,,30-34
2878,6380,Female,1:58:09,Manila,2025,2:35:35,4:37:40,,30-34
2879,14049,Male,1:57:02,Iloilo-Bacolod,2024,2:57:57,4:37:44,,35-39
2880,15290,Male,1:56:59,Cebu,2024,2:57:07,4:37:45,7:30:34,40-44
2881,4564,Male,1:42:02,Manila,2025,2:06:18,4:37:47,,25-29
2882,14156,Female,2:16:05,Iloilo-Bacolod,2024,2:52:10,4:37:47,,40-44
2883,6052,Female,1:53:35,Manila,2025,2:34:33,4:37:51,,25-29
2884,6300,Male,1:56:17,Manila,2025,2:25:10,4:37:53,,25-29
2885,14080,Female,2:03:23,Iloilo-Bacolod,2024,2:50:08,4:37:53,,18-24
2886,5073,Male,1:48:05,Manila,2025,2:28:16,4:37:54,,25-29
2887,4952,Male,1:46:27,Manila,2025,2:19:28,4:37:56,,25-29
2888,1236,Male,1:48:32,Manila,2024,2:32:19,4:37:56,6:31:27,25-29
2889,6350,Female,2:04:50,Manila,2025,2:38:12,4:37:59,,40-44
2890,5719,Male,1:49:30,Manila,2025,2:32:34,4:38:01,,40-44
2891,2794,Female,2:20:08,Manila,2024,2:46:41,4:38:02,5:26:33,35-39
2892,5000,Male,1:40:11,Manila,2025,2:17:15,4:38:08,,18-24
2893,14079,Male,2:02:52,Iloilo-Bacolod,2024,2:32:42,4:38:13,6:30:38,25-29
2894,6908,Male,2:16:32,Manila,2025,2:59:59,4:38:15,,18-24
2895,2553,Male,2:13:59,Manila,2024,2:59:59,4:38:17,,35-39
2896,6382,Male,2:04:32,Manila,2025,2:26:32,4:38:19,,40-44
2897,16110,Female,2:12:23,Davao,2024,2:54:00,4:38:21,,35-39
2898,6372,Male,2:05:07,Manila,2025,2:55:12,4:38:22,,30-34
2899,5800,Male,1:58:01,Manila,2025,2:59:01,4:38:22,,25-29
2900,5556,Male,1:56:41,Manila,2025,3:07:09,4:38:23,,30-34
2901,1276,Male,1:49:00,Manila,2024,2:45:49,4:38:25,7:22:53,35-39
2902,2024,Female,1:59:28,Manila,2024,3:08:14,4:38:25,,30-34
2903,6941,Female,2:06:05,Manila,2025,2:56:39,4:38:28,,35-39
2904,15962,Male,1:58:20,Davao,2024,2:46:02,4:38:30,,25-29
2905,16038,Female,2:05:43,Davao,2024,2:48:44,4:38:31,,25-29
2906,15941,Male,1:57:01,Davao,2024,2:55:42,4:38:33,,45-49
2907,15918,Male,1:55:49,Davao,2024,3:11:51,4:38:33,,35-39
2908,4787,Female,1:46:22,Manila,2025,2:26:00,4:38:34,,30-34
2909,6518,Female,2:07:26,Manila,2025,3:10:00,4:38:34,,35-39
2910,5474,Male,1:53:14,Manila,2025,2:35:25,4:38:37,,50-54
2911,5896,Male,1:59:06,Manila,2025,3:09:29,4:38:38,,18-24
2912,15154,Male,1:43:30,Cebu,2024,2:55:14,4:38:41,,35-39
2913,15981,Female,2:00:09,Davao,2024,3:11:38,4:38:41,6:31:01,30-34
2914,15413,Female,2:09:45,Cebu,2024,3:35:20,4:38:44,,35-39
2915,5247,Male,1:41:25,Manila,2025,2:49:04,4:38:48,,35-39
2916,6378,Male,1:55:59,Manila,2025,2:59:39,4:38:48,,50-54
2917,6446,Male,1:57:57,Manila,2025,3:11:19,4:38:50,,18-24
2918,15399,Female,2:07:32,Cebu,2024,2:55:58,4:38:54,,50-54
2919,4427,Male,1:39:44,Manila,2025,2:38:53,4:38:55,,35-39
2920,5889,Female,1:59:02,Manila,2025,2:56:33,4:38:56,,45-49
2921,6692,Female,2:02:01,Manila,2025,3:02:13,4:38:56,,30-34
2922,16026,Female,2:05:20,Davao,2024,2:50:31,4:38:57,7:07:45,45-49
2923,5378,Female,1:54:44,Manila,2025,2:39:12,4:38:58,,35-39
2924,4489,Male,1:38:53,Manila,2025,2:41:36,4:38:58,,35-39
2925,14233,Female,2:29:57,Iloilo-Bacolod,2024,3:28:37,4:39:02,,35-39
2926,16013,Male,2:03:34,Davao,2024,2:48:27,4:39:05,,30-34
2927,5580,Female,1:54:35,Manila,2025,2:38:04,4:39:08,,25-29
2928,2158,Male,2:04:55,Manila,2024,3:29:13,4:39:09,,30-34
2929,6262,Male,2:02:45,Manila,2025,2:42:42,4:39:12,,65-69
2930,1614,Female,1:56:44,Manila,2024,2:36:19,4:39:13,,30-34
2931,1480,Male,1:53:37,Manila,2024,2:17:42,4:39:14,,30-34
2932,16023,Male,2:03:43,Davao,2024,2:38:50,4:39:16,,30-34
2933,14055,Female,1:58:21,Iloilo-Bacolod,2024,2:29:57,4:39:17,6:53:37,25-29
2934,15356,Female,2:03:02,Cebu,2024,3:15:05,4:39:24,7:29:59,25-29
2935,15379,Male,2:05:27,Cebu,2024,3:09:11,4:39:25,7:30:01,25-29
2936,2439,Male,2:12:03,Manila,2024,3:37:35,4:39:28,7:10:44,30-34
2937,4906,Male,1:45:46,Manila,2025,2:17:47,4:39:29,,18-24
2938,4781,Male,1:46:45,Manila,2025,2:52:30,4:39:29,,40-44
2939,6768,Female,2:13:36,Manila,2025,2:38:40,4:39:30,,35-39
